city	population	tp_mean	tw_mean	tp_sd	tw_sd	taj	taj_sd	nSites
Armidale	40	0.021819445198228565	0.02279748528874969	9.515046051321288e-4	7.320545623440537e-4	-0.1813374375	0.05394891843953717	2400946
Armidale	5	0.02093530205467197	0.020534797492908364	7.458447914427811e-4	6.010728208330271e-4	0.087779125	0.03337882815573369	4182720
Athens	10	0.022141603907287057	0.02299070774720599	8.189371688185539e-4	6.690677035188294e-4	-0.155820125	0.03740113642101445	3518358
Athens	21	0.021420158122650666	0.022899004189904846	8.161299022776279e-4	6.935535064382146e-4	-0.2776564375	0.034732430564663436	3538494
Athens	22	0.023309760698293838	0.02484810901678599	9.895856664015143e-4	7.768875221101264e-4	-0.261037375	0.04882687740698422	1980504
Athens	23	0.021809531567096658	0.02258883388116025	8.528724108128412e-4	6.850658412104117e-4	-0.14886293750000001	0.03934979511250133	2306084
Athens	24	0.022247439174151565	0.022623638528751287	8.45786472407776e-4	6.121377294979252e-4	-0.070867625	0.05076160692212833	2183411
Athens	25	0.026580234283091916	0.029361725798703515	0.0041111936471212186	0.0036104236050352196	-0.41880325	0.16091295687855592	44422
Athens	6	0.023166758508543214	0.02451426195300059	8.186243713229485e-4	6.940442497790568e-4	-0.236275125	0.03500619708922978	2295946
Athens	7	0.02335812704522705	0.02419081929484961	8.883671042183437e-4	6.748140417411438e-4	-0.148538125	0.04614732946823684	1920558
Athens	8	0.021175634255163195	0.022185009918249246	7.064297361922972e-4	5.761158227602673e-4	-0.20077124999999998	0.03641823713196453	4900106
Athens	9	0.02361319191873104	0.024256463429559345	8.635530377139681e-4	6.164966930855257e-4	-0.1146588125	0.052094356107891704	1802274
Buenos	1	0.020582295775176344	0.02141146202443055	6.882184320331906e-4	5.80448496236419e-4	-0.1709305	0.030502004670731615	4075107
Buenos	18	0.021383143886149744	0.021714234113938875	7.519621638629305e-4	6.051577650646685e-4	-0.0661029375	0.03572876398173466	3335472
Buenos	19	0.02165806419976816	0.022185186316487977	8.08622189368641e-4	6.812230764252101e-4	-0.10043125	0.037488970313057854	2265976
Buenos	2	0.021676188557961877	0.02166815790519786	7.191301748216239e-4	6.166229515384289e-4	0.0011420624999999998	0.0287776348795814	2937463
Buenos	21	0.02044083076183465	0.020749170554578526	7.410281459707441e-4	6.235700412043754e-4	-0.0682205625	0.030269210611816425	3781558
Buenos	22	0.020171144794226836	0.020802276111943428	7.090978410012046e-4	5.677727074535105e-4	-0.130807	0.0399460393497695	2873100
Buenos	23	0.019867862827173337	0.01977754227539577	6.870688108839809e-4	5.807962354842409e-4	0.0201148125	0.03067524007016897	4060471
Buenos	3	0.01943975213117434	0.019409206317255533	4.7890120323851066e-4	4.32983681938288e-4	0.0099451875	0.016521943696061712	6941876
Buenos	4	0.020987479906261864	0.021869123768612383	7.353517125103649e-4	6.227764882482612e-4	-0.173483	0.031158642944347455	2990369
Buenos	5	0.020838505819530728	0.021237535789858063	6.684208578810822e-4	5.88039084546292e-4	-0.08579625	0.023571487246247316	3407555
Calgary	2	0.02091297492586779	0.020963877626347136	6.155397025529692e-4	5.261439785726068e-4	-0.011103125	0.023394789627536015	6282795
Calgary	23	0.0234749788901645	0.024540187813380375	8.805728590005147e-4	7.245349432894863e-4	-0.1829863125	0.038175662229084736	2706468
Calgary	24	0.023680595067206406	0.023732567052413455	9.636578317159206e-4	7.697917189196159e-4	-0.010091	0.0457238476392061	2523941
Calgary	25	0.02175804784951949	0.022548527251933743	7.43891432422462e-4	5.965227964317106e-4	-0.154918375	0.03844176187928089	5161952
Calgary	27	0.02193797424361855	0.02222920761215297	7.109460364439051e-4	5.786198249842729e-4	-0.0567815625	0.03156617840868873	4374532
Calgary	28	0.02380093483187881	0.02497890178242957	8.194172902145006e-4	6.821367525371258e-4	-0.198594	0.033323034477670245	2578118
Calgary	32	0.019668401099364467	0.018643260495316793	5.983156029824645e-4	4.901435014909218e-4	0.2413495	0.026061287926731486	5286325
Calgary	35	0.02198783371985649	0.022181921541405553	8.357728029413087e-4	6.810837590482123e-4	-0.0383010625	0.03859773929039325	3798446
Calgary	36	0.020854705664209716	0.020431364741720907	7.701200276500614e-4	5.976206493611508e-4	0.0879438125	0.03584674661057123	4937596
Calgary	37	0.022094031644549345	0.022451449750400393	8.755262347287612e-4	7.269402160036387e-4	-0.0676580625	0.036678609881816676	4315408
Cape	12	0.02061774821912105	0.021225902089861283	7.538457541282601e-4	5.990035733917071e-4	-0.12371987499999999	0.03788031390731427	6792559
Cape	13	0.021025924541591866	0.02135759575748385	6.18174226613675e-4	5.050032713981162e-4	-0.067040625	0.03479135635159017	3347508
Cape	14	0.019277437020934696	0.01916666902491277	6.396022288246035e-4	5.05642703028508e-4	0.024682875	0.034651249300951134	6519820
Cape	18	0.02038895197069901	0.020710516369475008	8.268384849186087e-4	6.635716098629242e-4	-0.0715864375	0.04099751798661109	2465383
Cape	19	0.021862063560167636	0.02280581502418031	6.341080119873669e-4	5.450607561971976e-4	-0.177807625	0.02701675767340214	3125179
Cape	3	0.020611079378840085	0.021329471695958946	6.394647465075386e-4	5.079764331811561e-4	-0.153614375	0.03504841381456038	4884937
Cape	4	0.021309837039951183	0.021233731453905492	8.577898451618227e-4	6.881624905345733e-4	0.0141486875	0.04421484104644616	2208865
Cape	6	0.022168578767619847	0.023365934156809254	6.676107287975622e-4	5.491943301253163e-4	-0.2258641875	0.032373235029817975	1982728
Cape	7	0.023624062784878677	0.025119819044023665	0.0010983068602066616	8.84112074488309e-4	-0.2565026875	0.05132227336835181	1296048
Cape	8	0.02236439513120645	0.023272754636697996	8.476881051066518e-4	6.755967737823723e-4	-0.1646373125	0.04772021273732791	1290578
Christchurch	1	0.026546778500716493	0.030090210140706893	0.007861552997520569	0.00620752829561646	-0.5569031875	0.4076269396393748	12692
Christchurch	2	0.023810242137539225	0.024445556946380786	8.661031021517252e-4	6.792773252433549e-4	-0.1098970625	0.04527097219112007	2409427
Christchurch	3	0.021805052608534152	0.022865943568888172	7.251309460562028e-4	6.173521131678779e-4	-0.1994821875	0.03124443304701122	3693262
Christchurch	37	0.02246603839985095	0.02378713591051923	8.291220020836728e-4	7.123749189870138e-4	-0.2387735625	0.036457064688879805	2553043
Christchurch	38	0.022940474511738064	0.024426961227116264	7.202488021969588e-4	5.993207093489053e-4	-0.255915	0.03801099513737221	1543853
Christchurch	39	0.022109340365727485	0.023606817495666826	7.570465597125951e-4	6.435646555942223e-4	-0.2668724375	0.036802449028959565	2537968
Christchurch	4	0.023260039206946314	0.024972873448258413	9.862594635944748e-4	7.665110715069489e-4	-0.289053125	0.052292205535018954	2352604
Christchurch	40	0.02209635685901691	0.023104785458354135	7.835739989947394e-4	6.56536641665251e-4	-0.1838405625	0.042428557799307376	2471033
Christchurch	41	0.02338613335192973	0.02488739322182321	8.402043934242634e-4	7.220882265530224e-4	-0.259214375	0.03825727692326433	2643565
Christchurch	6	0.023499425565512173	0.02488271775596075	8.55068984666944e-4	6.994693338889388e-4	-0.2340969375	0.04154243502968781	2802074
Kunming	1	0.021685865267914675	0.01888432752111428	0.0011725863274754554	8.943906109027296e-4	0.6345269375	0.04195968330269546	2041804
Kunming	2	0.020939075691146614	0.019027647023386204	9.557424658043068e-4	7.506226689687614e-4	0.4549411875	0.035362487690053235	2106681
Kunming	3	0.019845143048645156	0.018399684529245407	7.161677091143306e-4	5.897043153086563e-4	0.39408106249999997	0.026682399076216883	6640626
Kunming	4	0.01922178336418541	0.01740913258536848	7.285209319647116e-4	5.589209963440735e-4	0.4454970625	0.03178905405842028	5425250
Kunming	46	0.019532917794128107	0.016798174429500448	9.477350270081421e-4	6.856459614724894e-4	0.696459125	0.04724088611767705	4103809
Kunming	47	0.018091915466720176	0.01572643998218386	7.397844051071388e-4	5.707119723646462e-4	0.7115475625	0.03168942918801948	6146443
Kunming	48	0.019383600606837456	0.017885324934554442	6.40172845478039e-4	5.161981790907671e-4	0.379819625	0.025519685096999135	4608945
Kunming	49	0.019603703927768633	0.017669386236143045	7.270783374818863e-4	5.376646175006154e-4	0.49614162500000003	0.04012735626622649	3140029
Kunming	5	0.018865301216154897	0.01811329872866965	7.034977239573091e-4	5.665879097234753e-4	0.1817559375	0.032350764280448877	5649663
Kunming	50	0.01887606291366412	0.016641225910762728	6.437916172188476e-4	4.96027577119768e-4	0.5899439375	0.028899202961255418	5017916
Landshut	1	0.02133433608204135	0.020933089698788997	8.591007392498002e-4	6.836547268950502e-4	0.0795064375	0.03635185030406522	3715760
Landshut	2	0.022151318575422865	0.02153342895188386	7.910311323411116e-4	6.382679699310246e-4	0.1223149375	0.03422439510343219	2937432
Landshut	3	0.02328125146478517	0.02274538349243908	9.723742298165567e-4	7.607821464267112e-4	0.0978935	0.04636601644020471	2303181
Landshut	4	0.021477790866400816	0.021139637640583634	8.559389238053522e-4	6.818658823917217e-4	0.067623	0.039020241769283454	3576854
Landshut	47	0.021284778839808772	0.02001723677209255	7.947898155795677e-4	6.420239866663296e-4	0.2707876875	0.03903357759795832	2972600
Landshut	48	0.02321585338844112	0.02226187826498891	9.979852832384193e-4	7.378168378187186e-4	0.18240425	0.053216492974139766	1932134
Landshut	49	0.02257363505304543	0.020949993956138967	9.550036874507788e-4	7.559026406039987e-4	0.3312920625	0.03953211505172093	2701656
Landshut	5	0.02034314695071514	0.018534736224200644	7.150298190785836e-4	6.037089433124785e-4	0.40928475	0.03369581219578084	4351319
Landshut	50	0.02302475155374998	0.022419101015293073	9.671305757251571e-4	7.976320522701421e-4	0.1125566875	0.03723018670508964	2640412
Landshut	51	0.023234298880913176	0.023696774367406668	9.169698908575191e-4	7.316775891140771e-4	-0.082836625	0.044432179673257834	2428125
Linkoping	13	0.0261932665794802	0.026107593875864348	0.0018637862495895227	0.0013497692841524616	0.010485499999999998	0.11122106349788245	278460
Linkoping	15	0.027828876906268896	0.027410582191827175	0.0022710945821509806	0.0017434679832317754	0.0594045	0.08926474998489979	210691
Linkoping	16	0.022912279995803076	0.021632576784241197	0.0010243925177564873	7.836741157266317e-4	0.247135	0.04513725502952079	1862104
Linkoping	25	0.025426365747389264	0.026767576481906995	0.0010192368158983955	8.153949939686006e-4	-0.22854987499999999	0.04763985427612053	1681900
Linkoping	27	0.024731707099834275	0.024454751623290878	0.0010757526993436016	8.39510422749717e-4	0.046586	0.05823352326280799	1539411
Linkoping	37	0.026650964956931304	0.02612954295571426	0.0012568263788919499	9.887882510002095e-4	0.0824874375	0.04885690997592698	854210
Linkoping	38	0.02774563117581738	0.026091370490901388	0.0015546104343432024	0.0012922450061054994	0.2647861875	0.05651341457414485	363953
Linkoping	40	0.025546988711494766	0.023527489967964724	0.0014984557949464772	0.0010480466507366898	0.3576439375	0.07212570518427648	628660
Linkoping	5	0.025835569849740503	0.025994761761009174	0.0015163455501620818	0.0013109696462492552	-0.027012375	0.06008211300864287	425994
Linkoping	8	0.021227827872667936	0.020513496923909774	6.447498383198049e-4	5.205328662142273e-4	0.164361	0.030679619486992774	3289147
Loja	1	0.019672130853486326	0.01808642159079655	6.545896689091699e-4	5.192088850986398e-4	0.4146245625	0.02892448300193396	6502432
Loja	2	0.020632330451717175	0.019915538641597928	7.9314496318505e-4	6.532141590962967e-4	0.15357475	0.03501318783639482	4488025
Loja	3	0.019505798536115605	0.018274484689680084	5.620877420176133e-4	4.740796391137819e-4	0.3705886875	0.02014260688430952	6046949
Loja	36	0.018453046313738418	0.01603225430721107	7.362506812516003e-4	5.772704382073198e-4	0.714425875	0.030491513551314558	5885860
Loja	37	0.020005694952870752	0.019063329924438203	7.94558767639604e-4	6.246299425203825e-4	0.2164525625	0.03900326325487608	5736421
Loja	38	0.01971871645996858	0.01867696094481175	7.254560290703581e-4	5.898932516569698e-4	0.2634319375	0.03185057430454225	5928521
Loja	39	0.019102316401148813	0.018119086409141387	5.238528710530599e-4	4.588189895188842e-4	0.3534919375	0.016859474596276718	7932309
Loja	40	0.02038556723007338	0.01885649172055104	8.195222323039867e-4	6.592728332714913e-4	0.3673786875	0.033283376935478864	3408474
Loja	5	0.021229360547647083	0.020090251212940256	7.688213207195305e-4	6.361833492947031e-4	0.256847375	0.030608726973147166	3092693
Memphis	1	0.01931171922012353	0.01873159024737468	7.541138253389488e-4	6.011173361272953e-4	0.13187237499999999	0.03729324940678496	4121493
Memphis	2	0.01957769270729603	0.018244017419043843	7.587373910373058e-4	6.011937377228898e-4	0.3060925	0.03450582748850789	3664472
Memphis	3	0.01885756204944035	0.017701355624997684	7.505137531650709e-4	6.077639479474358e-4	0.279219	0.029590607221436555	6351231
Memphis	4	0.018948545342389277	0.018016580658210202	7.428253702059977e-4	5.794600624930013e-4	0.22080875	0.038576046432123305	4655847
Memphis	43	0.01917647357136479	0.01826707647356716	7.231434400088577e-4	5.837008148544639e-4	0.20826943750000002	0.036510525443071436	4282474
Memphis	44	0.01907115519282444	0.018384488950892532	6.942759385037268e-4	5.856739022518247e-4	0.1762585	0.029943613335734885	7505283
Memphis	45	0.01737521646748024	0.017186431370256994	4.887309149136632e-4	4.6208840897316597e-4	0.1151865625	0.014117262685420523	4604847
Memphis	47	0.023689222613229668	0.023689222613229668	8.474184254387947e-4	8.474184254387947e-4	NA	NA	5184732
Memphis	5	0.01922409712629577	0.018570023148465058	7.250218999092255e-4	5.6913576039938e-4	0.15014775	0.0405592905978396	4146334
Mexico	1	0.01975835585265131	0.016946003404151633	8.921594408984664e-4	6.831012251553244e-4	0.695770875	0.041880296687702684	2981877
Mexico	18	0.019613344536119987	0.018546858101845993	7.53520263034653e-4	6.003927480316846e-4	0.24062275	0.041230021772975085	3100223
Mexico	2	0.01973506883645246	0.01897238031423383	6.851330920794764e-4	6.039607523511282e-4	0.168399875	0.022258373758730295	5548609
Mexico	20	0.018005307772005565	0.016839640443304743	6.342915596951952e-4	5.08200624721582e-4	0.303735625	0.029632788107938818	5536610
Mexico	22	0.00571485017881211	0.011833122487139094	0.005134271153719679	0.006953967791734348	-0.9989248888888889	0.6870829180913037	493
Mexico	24	0.0021113890047163154	0.003344770771937109	0.0035017889397638588	0.0055473637289203265	-0.34227625	0.21447998272313587	207
Mexico	25	0.019357347471704194	0.021075141557517132	0.01947199947378484	0.02044290181107803	-0.24670842857142858	0.4547679355256522	1356
Mexico	28	0.02074760156321059	0.02120625852782412	7.514284965495101e-4	5.966189278468236e-4	-0.0915875625	0.041571108335748036	5155826
Mexico	3	0.018542032645617372	0.016056801495553445	6.752573193787759e-4	5.148661431084464e-4	0.662822	0.028125951423314845	6650076
Mexico	30	0.01930347279003078	0.018664183685849666	6.835903548621875e-4	5.859489618774724e-4	0.1501129375	0.026832313977661962	5626155
Munich	1	0.022583314987713148	0.022137081204961894	8.466080040640213e-4	6.946064156783481e-4	0.0839410625	0.03666090797833345	2769624
Munich	2	0.020978446741892632	0.02038446614385863	8.136638667330089e-4	6.638109041439738e-4	0.121536125	0.0326695572500863	3704830
Munich	3	0.020561693581714	0.019882687500682533	7.542289590143904e-4	6.203349099473373e-4	0.1457185	0.031738230532487685	4184368
Munich	4	0.022397288031777134	0.022316732968667954	9.386607105533409e-4	7.343435946070378e-4	0.0143865625	0.04632658895705395	2920407
Munich	47	0.023163305946240335	0.0235782222879063	9.829583221919137e-4	8.091349465152183e-4	-0.0747605	0.04647570404702511	1990434
Munich	48	0.021415324500030714	0.02192035380444532	8.344498569239832e-4	7.454897881167624e-4	-0.0993404375	0.0317725581972216	3608534
Munich	49	0.022527239580940866	0.021722180001705862	9.128931796249397e-4	7.501965792018475e-4	0.1580718125	0.034209672930754054	2037603
Munich	5	0.020694459949172208	0.02104563533628597	9.103803143322794e-4	7.940640978807495e-4	-0.0767024375	0.0341875460618215	3525046
Munich	50	0.021400174992724137	0.021225731060261134	8.327613485518262e-4	7.165815233872361e-4	0.0338824375	0.032468723578173396	3166669
Munich	51	0.02051502856469	0.020077905970794063	6.966573756561339e-4	5.81056052220479e-4	0.0982634375	0.030642605785558885	5188053
Palmerston	10	0.020091793987799794	0.01871203836379034	8.024564823591997e-4	6.633610686403752e-4	0.30887	0.02719727123321995	4655041
Palmerston	11	0.020204291069924524	0.019672963071415656	7.58630382749339e-4	6.239515809643431e-4	0.118004875	0.03233192945861207	5807461
Palmerston	36	0.020805932774077943	0.02066002453463401	7.91000708522332e-4	6.589883304007515e-4	0.029532	0.03414907191125405	3929855
Palmerston	37	0.024792527715362136	0.025080688876766143	0.001330805716027282	0.001037840890215318	-0.04995525	0.060935220791153835	1021777
Palmerston	38	0.022685752922429286	0.02280376012499416	9.559006893143529e-4	7.769564051659145e-4	-0.0238135625	0.03820120920244759	1915038
Palmerston	39	0.021810318339375766	0.019401833428282812	9.861703579483606e-4	7.353232153653793e-4	0.53084375	0.0421585130580606	1812745
Palmerston	40	0.018578109817154836	0.016611675592940033	7.497280281280062e-4	6.16465004034952e-4	0.5941211875	0.02432663223223675	3989820
Palmerston	6	0.021674906315279092	0.021279124094921626	8.13294214360639e-4	6.836165874867907e-4	0.0790699375	0.029643063857545157	2978274
Palmerston	7	0.019658500119648547	0.018900575921291587	6.972822514383171e-4	5.824433234286338e-4	0.17131975	0.027465828042618098	5656077
Palmerston	8	0.019114529803012675	0.01877896934166259	6.936005117985286e-4	5.642676718201602e-4	0.077811875	0.032368584790142846	6339821
Punta	1	0.019504371892892936	0.018712772672960662	6.566508092382301e-4	5.134056993466415e-4	0.18530275000000002	0.03218517099638694	5136256
Punta	2	0.020782754519484546	0.020676835939312053	7.944431499071498e-4	6.472176827529491e-4	0.021139375	0.037427572655953346	3051499
Punta	20	0.01956228660625464	0.018948326633185287	8.414489816357091e-4	6.743334450893632e-4	0.1378370625	0.0387997219602903	5462860
Punta	21	0.019691081853221215	0.018770451206440674	7.530962241627387e-4	6.314563516327176e-4	0.222036125	0.02878310847441603	5813326
Punta	22	0.019485581104442564	0.018851633413012648	6.55889104917137e-4	5.305320562635227e-4	0.15855675	0.029258423271484285	5775999
Punta	23	0.019390087620834943	0.018628287269815892	7.912849323357973e-4	6.305038623333096e-4	0.1788928125	0.040212131833098574	5102981
Punta	24	0.019801755214769047	0.018580219314437974	8.228450807874253e-4	6.177953565155341e-4	0.2806833125	0.04377757063873196	4238491
Punta	3	0.020352544723469968	0.01873378234274306	8.279777403360954e-4	6.684909745542256e-4	0.3915365625	0.029597613960067236	5379321
Punta	4	0.019431105665584605	0.01594132752651194	4.6032345629268723e-4	3.775801237666696e-4	1.4273908125	4.888912924498914e-4	7041244
Punta	5	0.01954323131653894	0.01867335219285799	6.9398851444476e-4	5.622948215295657e-4	0.2108421875	0.033426743142218225	5636381
Quito	1	0.02284790892447153	0.022283077368996387	7.093180497468155e-4	6.079254129124822e-4	0.139044375	0.02427074559457675	5677599
Quito	2	0.02271103463731278	0.02188430688733484	7.854405460714863e-4	6.425186200405986e-4	0.2072085	0.03253108908516077	3547046
Quito	3	0.02345480619806437	0.023309681966308126	9.02519395316256e-4	7.630898417978784e-4	0.0304498125	0.03503473701384337	4744697
Quito	36	0.02109559773165589	0.020163392955049497	7.074773801786157e-4	5.843532280139869e-4	0.2316925	0.036158941177344604	2911152
Quito	37	0.021369251043294395	0.020357353594607556	6.251120576938278e-4	5.338909301628221e-4	0.273262875	0.02242750451528956	4546948
Quito	38	0.02177217503359086	0.020950511415947757	4.697621836366873e-4	4.335165348587246e-4	0.4122549375	0.010549846940240417	5307765
Quito	39	0.020547927304990173	0.01991936210939674	4.6564874879258223e-4	4.050180898614047e-4	0.205460625	0.017294504367476583	7179320
Quito	4	0.021752427395605158	0.020840940966568952	8.081352711873697e-4	6.618643992712513e-4	0.218921375	0.030916789367321652	4918636
Quito	40	0.021519711623466446	0.02089014694270117	6.556856257689775e-4	6.200767930912796e-4	0.3167026875	0.01180607506170022	6255475
Quito	6	0.021397278363788075	0.020835034999660804	5.122351004981163e-4	4.5890693084400905e-4	0.1757016875	0.015814711858345695	7481660
Sapporo	1	0.020296139887352526	0.019419252409930848	7.71923295723574e-4	6.093507019680493e-4	0.19272275	0.03470794313410116	3871829
Sapporo	2	0.020937976202990247	0.02071614915915145	8.222502685434069e-4	6.70074413189783e-4	0.0462096875	0.03531251023781563	4047192
Sapporo	3	0.021392044098318217	0.021047335464709323	7.796086569303134e-4	6.61345972032977e-4	0.069628375	0.03233960983453573	3423638
Sapporo	35	0.021021530010045433	0.020265018084899264	7.755501692278214e-4	6.286249312088103e-4	0.159329	0.03649118731054572	3351799
Sapporo	36	0.020933185859559555	0.020706928952520715	7.859587704327813e-4	6.605687915284365e-4	0.046181375	0.0355917353606611	3934923
Sapporo	38	0.02260670351512756	0.022969867554495718	9.764760572334366e-4	8.019986912331938e-4	-0.0688176875	0.042070178848710636	2677029
Sapporo	39	0.021280724670165917	0.021172616073751347	8.076835850987195e-4	6.791152126613524e-4	0.021734375	0.033149483619658394	3609761
Sapporo	40	0.021682039138166187	0.021568442065378026	9.177428567684169e-4	7.263115992409439e-4	0.022049562499999998	0.0453855800182815	3438270
Sapporo	43	0.021487990013033427	0.02077250536561829	8.840542318159886e-4	7.278768741612174e-4	0.143821875	0.04020486032620932	3275556
Sapporo	44	0.020422137033248525	0.01921554524846437	7.381303658240502e-4	6.05792518573747e-4	0.275533125	0.02958734499044031	5297228
Tehran	1	0.01985719122713627	0.018178986889168205	7.359105058905908e-4	5.795319271842658e-4	0.40526025	0.035324022508768725	3711764
Tehran	2	0.019134382477637324	0.017774020837479504	5.55423577177435e-4	4.35325841096543e-4	0.3360691875	0.02564568596916773	4261924
Tehran	27	0.019046381616017825	0.017578687866941035	7.506951662336418e-4	5.938161284385024e-4	0.3571201875	0.036555873219349666	5966051
Tehran	28	0.018550447642135894	0.01567996467884836	6.769333269504262e-4	5.246654248491886e-4	0.8307833124999999	0.03301184755956312	6022704
Tehran	35	0.01993358055955222	0.01804347828700069	7.611334342165902e-4	5.927522152532295e-4	0.439008125	0.033165225932945686	4437911
Tehran	36	0.020177128295082614	0.01888869180246275	8.877017463347739e-4	6.471252337537155e-4	0.2910505	0.05005107365748178	3256771
Tehran	37	0.019621716891461752	0.01695380760990056	6.656768689743688e-4	4.977899669265212e-4	0.6740185	0.040893554655960146	4079055
Tehran	38	0.019680216481693873	0.018016937581178994	6.665631994738834e-4	5.094286060169979e-4	0.405295	0.03546390649284613	5375029
Tehran	39	0.020092735106956548	0.017423900024072146	6.768823703488467e-4	5.560834415647254e-4	0.642785625	0.03694778690508179	3629674
Tehran	40	0.0197301762778581	0.018259850322974492	6.272040465170256e-4	4.7096931358847654e-4	0.3445295	0.03519573585914446	4351354
Thessaloniki	1	0.020633538337258707	0.018869689149887296	7.092216267847157e-4	5.530025138874389e-4	0.3917405625	0.029351031368519805	3701157
Thessaloniki	2	0.02192728851085429	0.020915550986917074	7.832018254416045e-4	6.236236548388021e-4	0.2024433125	0.04239563042220075	3036149
Thessaloniki	3	0.02276320181743829	0.023220348848100127	8.506738590492608e-4	7.332732887596872e-4	-0.085059	0.03143817971829794	2805846
Thessaloniki	4	0.022125116811470107	0.021091959497974922	7.996916930518702e-4	5.840683024325019e-4	0.2047359375	0.04654570011858417	2900152
Thessaloniki	42	0.02099707572206422	0.019309077279455467	7.947778297752461e-4	6.477521962244228e-4	0.36637525	0.030527051993273116	3967765
Thessaloniki	43	0.020697275840563738	0.019480159761116944	7.388392550904009e-4	6.135106249567864e-4	0.2742338125	0.03428812989985261	4658990
Thessaloniki	44	0.021123946212149587	0.019382375139912363	7.565089501125771e-4	6.412289402089006e-4	0.3848231875	0.029062126337024385	4498349
Thessaloniki	45	0.021568429733014257	0.02090467488816038	7.11981656991342e-4	5.981800660462107e-4	0.1356583125	0.03150258173064286	3794124
Thessaloniki	46	0.020314275052268398	0.019862004364649005	8.02701719223676e-4	6.676629619875689e-4	0.09485475	0.033696359723269814	4033375
Thessaloniki	5	0.02043860002592003	0.019109235299448135	6.484353042551516e-4	5.13870630023832e-4	0.3053584375	0.025821580235580077	4911218
