city	population	tp_mean	tw_mean	tp_sd	tw_sd	taj	taj_sd	nSites	continent	site
Armidale	I	0.02192997136770539	0.02258140816912829	7.578350049739068e-4	6.422025626680257e-4	-0.124279125	0.03214599334468709	3085270	OCEANIA	r
Armidale	D	0.02455279742276846	0.02589162333154009	8.259256354794815e-4	6.649636321385345e-4	-0.217611	0.04353804863028812	1000589	OCEANIA	u
Armidale	J	0.02181944519822856	0.02279748528874969	9.515046051321288e-4	7.320545623440537e-4	-0.1813374375	0.05394891843953717	2400946	OCEANIA	r
Armidale	E	0.02093530205467197	0.02053479749290836	7.458447914427811e-4	6.010728208330271e-4	0.087779125	0.03337882815573369	4182720	OCEANIA	u
Athens	A	0.02214160390728705	0.02299070774720599	8.189371688185539e-4	6.690677035188294e-4	-0.155820125	0.03740113642101445	3518358	NORTH AM.	u
Athens	F	0.02142015812265066	0.02289900418990484	8.161299022776279e-4	6.935535064382146e-4	-0.2776564375	0.03473243056466343	3538494	NORTH AM.	r
Athens	G	0.02330976069829383	0.02484810901678599	9.895856664015143e-4	7.768875221101264e-4	-0.261037375	0.04882687740698422	1980504	NORTH AM.	r
Athens	H	0.02180953156709665	0.02258883388116025	8.528724108128412e-4	6.850658412104117e-4	-0.1488629375	0.03934979511250133	2306084	NORTH AM.	r
Athens	I	0.02224743917415156	0.02262363852875128	8.45786472407776e-4	6.121377294979252e-4	-0.070867625	0.05076160692212833	2183411	NORTH AM.	r
Athens	J	0.02658023428309191	0.02936172579870351	0.00411119364712121	0.00361042360503521	-0.41880325	0.16091295687855592	44422	NORTH AM.	r
Athens	B	0.02316675850854321	0.02451426195300059	8.186243713229485e-4	6.940442497790568e-4	-0.236275125	0.03500619708922978	2295946	NORTH AM.	u
Athens	C	0.02335812704522705	0.02419081929484961	8.883671042183437e-4	6.748140417411438e-4	-0.148538125	0.04614732946823684	1920558	NORTH AM.	u
Athens	D	0.02117563425516319	0.02218500991824924	7.064297361922972e-4	5.761158227602673e-4	-0.20077125	0.03641823713196453	4900106	NORTH AM.	u
Athens	E	0.02361319191873104	0.02425646342955934	8.635530377139681e-4	6.164966930855257e-4	-0.1146588125	0.0520943561078917	1802274	NORTH AM.	u
Calgary	A	0.02091297492586779	0.02096387762634713	6.155397025529692e-4	5.261439785726068e-4	-0.011103125	0.02339478962753601	6282795	NORTH AM.	u
Calgary	F	0.0234749788901645	0.02454018781338037	8.805728590005147e-4	7.245349432894863e-4	-0.1829863125	0.03817566222908473	2706468	NORTH AM.	r
Calgary	G	0.0236805950672064	0.02373256705241345	9.636578317159206e-4	7.697917189196159e-4	-0.010091	0.0457238476392061	2523941	NORTH AM.	r
Calgary	H	0.02175804784951949	0.02254852725193374	7.43891432422462e-4	5.965227964317106e-4	-0.154918375	0.03844176187928089	5161952	NORTH AM.	r
Calgary	I	0.02193797424361855	0.02222920761215297	7.109460364439051e-4	5.786198249842729e-4	-0.0567815625	0.03156617840868873	4374532	NORTH AM.	r
Calgary	J	0.02380093483187881	0.02497890178242957	8.194172902145006e-4	6.821367525371258e-4	-0.198594	0.03332303447767024	2578118	NORTH AM.	r
Calgary	B	0.01966840109936446	0.01864326049531679	5.983156029824645e-4	4.901435014909218e-4	0.2413495	0.02606128792673148	5286325	NORTH AM.	u
Calgary	C	0.02198783371985649	0.02218192154140555	8.357728029413087e-4	6.810837590482123e-4	-0.0383010625	0.03859773929039325	3798446	NORTH AM.	u
Calgary	D	0.02085470566420971	0.0204313647417209	7.701200276500614e-4	5.976206493611508e-4	0.0879438125	0.03584674661057123	4937596	NORTH AM.	u
Calgary	E	0.02209403164454934	0.02245144975040039	8.755262347287612e-4	7.269402160036387e-4	-0.0676580625	0.03667860988181667	4315408	NORTH AM.	u
Christchurch	A	0.02654677850071649	0.03009021014070689	0.00786155299752056	0.00620752829561646	-0.5569031875	0.4076269396393748	12692	OCEANIA	u
Christchurch	B	0.02381024213753922	0.02444555694638078	8.661031021517252e-4	6.792773252433549e-4	-0.1098970625	0.04527097219112007	2409427	OCEANIA	u
Christchurch	C	0.02180505260853415	0.02286594356888817	7.251309460562028e-4	6.173521131678779e-4	-0.1994821875	0.03124443304701122	3693262	OCEANIA	u
Christchurch	F	0.02246603839985095	0.02378713591051923	8.291220020836728e-4	7.123749189870138e-4	-0.2387735625	0.0364570646888798	2553043	OCEANIA	r
Christchurch	G	0.02294047451173806	0.02442696122711626	7.202488021969588e-4	5.993207093489053e-4	-0.255915	0.03801099513737221	1543853	OCEANIA	r
Christchurch	H	0.02210934036572748	0.02360681749566682	7.570465597125951e-4	6.435646555942223e-4	-0.2668724375	0.03680244902895956	2537968	OCEANIA	r
Christchurch	D	0.02326003920694631	0.02497287344825841	9.862594635944748e-4	7.665110715069489e-4	-0.289053125	0.05229220553501895	2352604	OCEANIA	u
Christchurch	I	0.02209635685901691	0.02310478545835413	7.835739989947394e-4	6.56536641665251e-4	-0.1838405625	0.04242855779930737	2471033	OCEANIA	r
Christchurch	J	0.02338613335192973	0.02488739322182321	8.402043934242634e-4	7.220882265530224e-4	-0.259214375	0.03825727692326433	2643565	OCEANIA	r
Christchurch	E	0.02349942556551217	0.02488271775596075	8.55068984666944e-4	6.994693338889388e-4	-0.2340969375	0.04154243502968781	2802074	OCEANIA	u
Kunming	A	0.02168586526791467	0.01888432752111428	0.00117258632747545	8.943906109027296e-4	0.6345269375	0.04195968330269546	2041804	ASIA	u
Kunming	B	0.02093907569114661	0.0190276470233862	9.557424658043068e-4	7.506226689687614e-4	0.4549411875	0.03536248769005323	2106681	ASIA	u
Kunming	C	0.01984514304864515	0.0183996845292454	7.161677091143306e-4	5.897043153086563e-4	0.3940810625	0.02668239907621688	6640626	ASIA	u
Kunming	D	0.01922178336418541	0.01740913258536848	7.285209319647116e-4	5.589209963440735e-4	0.4454970625	0.03178905405842028	5425250	ASIA	u
Kunming	F	0.0195329177941281	0.01679817442950044	9.47735027008142e-4	6.856459614724894e-4	0.696459125	0.04724088611767705	4103809	ASIA	r
Kunming	G	0.01809191546672017	0.01572643998218386	7.397844051071388e-4	5.707119723646462e-4	0.7115475625	0.03168942918801948	6146443	ASIA	r
Kunming	H	0.01938360060683745	0.01788532493455444	6.40172845478039e-4	5.161981790907671e-4	0.379819625	0.02551968509699913	4608945	ASIA	r
Kunming	I	0.01960370392776863	0.01766938623614304	7.270783374818863e-4	5.376646175006154e-4	0.496141625	0.04012735626622649	3140029	ASIA	r
Kunming	E	0.01886530121615489	0.01811329872866965	7.034977239573091e-4	5.665879097234753e-4	0.1817559375	0.03235076428044887	5649663	ASIA	u
Kunming	J	0.01887606291366412	0.01664122591076272	6.437916172188476e-4	4.96027577119768e-4	0.5899439375	0.02889920296125541	5017916	ASIA	r
Landshut	F	0.02133433608204135	0.02093308969878899	8.591007392498002e-4	6.836547268950502e-4	0.0795064375	0.03635185030406522	3715760	EUROPE	r
Landshut	G	0.02215131857542286	0.02153342895188386	7.910311323411116e-4	6.382679699310246e-4	0.1223149375	0.03422439510343219	2937432	EUROPE	r
Landshut	H	0.02328125146478517	0.02274538349243908	9.723742298165568e-4	7.607821464267112e-4	0.0978935	0.04636601644020471	2303181	EUROPE	r
Landshut	I	0.02147779086640081	0.02113963764058363	8.559389238053522e-4	6.818658823917217e-4	0.067623	0.03902024176928345	3576854	EUROPE	r
Landshut	A	0.02128477883980877	0.02001723677209255	7.947898155795677e-4	6.420239866663296e-4	0.2707876875	0.03903357759795832	2972600	EUROPE	u
Landshut	B	0.02321585338844112	0.02226187826498891	0.00099798528323841911	7.378168378187186e-4	0.18240425	0.05321649297413976	1932134	EUROPE	u
Landshut	C	0.02257363505304543	0.02094999395613896	9.550036874507788e-4	7.559026406039987e-4	0.3312920625	0.03953211505172093	2701656	EUROPE	u
Landshut	J	0.02034314695071514	0.01853473622420064	7.150298190785836e-4	6.037089433124785e-4	0.40928475	0.03369581219578084	4351319	EUROPE	r
Landshut	D	0.02302475155374998	0.02241910101529307	9.671305757251572e-4	7.976320522701421e-4	0.1125566875	0.03723018670508964	2640412	EUROPE	u
Landshut	E	0.02323429888091317	0.02369677436740666	9.169698908575192e-4	7.316775891140771e-4	-0.082836625	0.04443217967325783	2428125	EUROPE	u
Linkoping	A	0.0261932665794802	0.02610759387586434	0.00186378624958952	0.00134976928415246	0.01048549999999999	0.11122106349788244	278460	EUROPE	u
Linkoping	B	0.02782887690626889	0.02741058219182717	0.00227109458215098	0.00174346798323177	0.0594045	0.08926474998489979	210691	EUROPE	u
Linkoping	C	0.02291227999580307	0.02163257678424119	0.00102439251775648	7.836741157266317e-4	0.247135	0.04513725502952079	1862104	EUROPE	u
Linkoping	F	0.02542636574738926	0.02676757648190699	0.00101923681589839	8.153949939686006e-4	-0.228549875	0.04763985427612053	1681900	EUROPE	r
Linkoping	G	0.02473170709983427	0.02445475162329087	0.0010757526993436	8.39510422749717e-4	0.046586	0.05823352326280799	1539411	EUROPE	r
Linkoping	H	0.0266509649569313	0.02612954295571426	0.00125682637889194	9.887882510002095e-4	0.0824874375	0.04885690997592698	854210	EUROPE	r
Linkoping	I	0.02774563117581738	0.02609137049090138	0.0015546104343432	0.00129224500610549	0.2647861875	0.05651341457414485	363953	EUROPE	r
Linkoping	J	0.02554698871149476	0.02352748996796472	0.00149845579494647	0.00104804665073668	0.3576439375	0.07212570518427648	628660	EUROPE	r
Linkoping	D	0.0258355698497405	0.02599476176100917	0.00151634555016208	0.00131096964624925	-0.027012375	0.06008211300864287	425994	EUROPE	u
Linkoping	E	0.02122782787266793	0.02051349692390977	6.447498383198049e-4	5.205328662142273e-4	0.164361	0.03067961948699277	3289147	EUROPE	u
Loja	F	0.01967213085348632	0.01808642159079655	6.545896689091699e-4	5.192088850986398e-4	0.4146245625	0.02892448300193396	6502432	SOUTH AM.	r
Loja	G	0.02063233045171717	0.01991553864159792	7.9314496318505e-4	6.532141590962967e-4	0.15357475	0.03501318783639482	4488025	SOUTH AM.	r
Loja	H	0.0195057985361156	0.01827448468968008	5.620877420176133e-4	4.740796391137819e-4	0.3705886875	0.02014260688430952	6046949	SOUTH AM.	r
Loja	A	0.01845304631373841	0.01603225430721107	7.362506812516003e-4	5.772704382073198e-4	0.714425875	0.03049151355131455	5885860	SOUTH AM.	u
Loja	B	0.02000569495287075	0.0190633299244382	7.94558767639604e-4	6.246299425203825e-4	0.2164525625	0.03900326325487608	5736421	SOUTH AM.	u
Loja	C	0.01971871645996858	0.01867696094481175	7.254560290703581e-4	5.898932516569698e-4	0.2634319375	0.03185057430454225	5928521	SOUTH AM.	u
Loja	D	0.01910231640114881	0.01811908640914138	5.238528710530599e-4	4.588189895188842e-4	0.3534919375	0.01685947459627671	7932309	SOUTH AM.	u
Loja	E	0.02038556723007338	0.01885649172055104	8.195222323039867e-4	6.592728332714913e-4	0.3673786875	0.03328337693547886	3408474	SOUTH AM.	u
Loja	I	0.02122936054764708	0.02009025121294025	7.688213207195305e-4	6.361833492947031e-4	0.256847375	0.03060872697314716	3092693	SOUTH AM.	r
Memphis	A	0.01931171922012353	0.01873159024737468	7.541138253389488e-4	6.011173361272953e-4	0.13187237499999999	0.03729324940678496	4121493	NORTH AM.	u
Memphis	B	0.01957769270729603	0.01824401741904384	7.587373910373058e-4	6.011937377228898e-4	0.3060925	0.03450582748850789	3664472	NORTH AM.	u
Memphis	C	0.01885756204944035	0.01770135562499768	7.505137531650709e-4	6.077639479474358e-4	0.279219	0.02959060722143655	6351231	NORTH AM.	u
Memphis	D	0.01894854534238927	0.0180165806582102	7.428253702059977e-4	5.794600624930013e-4	0.22080875	0.0385760464321233	4655847	NORTH AM.	u
Memphis	F	0.01917647357136479	0.01826707647356716	7.231434400088577e-4	5.837008148544639e-4	0.2082694375	0.03651052544307143	4282474	NORTH AM.	r
Memphis	G	0.01907115519282444	0.01838448895089253	6.942759385037268e-4	5.856739022518247e-4	0.1762585	0.029943613335734878	7505283	NORTH AM.	r
Memphis	H	0.01737521646748024	0.01718643137025699	4.887309149136632e-4	4.62088408973166e-4	0.1151865625	0.01411726268542052	4604847	NORTH AM.	r
Memphis	E	0.01922409712629577	0.01857002314846505	7.250218999092255e-4	5.6913576039938e-4	0.15014775	0.0405592905978396	4146334	NORTH AM.	u
Munich	F	0.02258331498771314	0.02213708120496189	8.466080040640213e-4	6.946064156783481e-4	0.0839410625	0.03666090797833345	2769624	EUROPE	r
Munich	G	0.02097844674189263	0.02038446614385863	8.136638667330089e-4	6.638109041439738e-4	0.121536125	0.0326695572500863	3704830	EUROPE	r
Munich	H	0.020561693581714	0.01988268750068253	7.542289590143904e-4	6.203349099473373e-4	0.1457185	0.03173823053248768	4184368	EUROPE	r
Munich	I	0.02239728803177713	0.02231673296866795	9.386607105533408e-4	7.343435946070378e-4	0.0143865625	0.04632658895705395	2920407	EUROPE	r
Munich	A	0.02316330594624033	0.0235782222879063	9.829583221919137e-4	8.091349465152183e-4	-0.0747605	0.04647570404702511	1990434	EUROPE	u
Munich	B	0.02141532450003071	0.02192035380444532	8.344498569239832e-4	7.454897881167624e-4	-0.0993404375	0.0317725581972216	3608534	EUROPE	u
Munich	C	0.02252723958094086	0.02172218000170586	9.128931796249396e-4	7.501965792018475e-4	0.1580718125	0.03420967293075405	2037603	EUROPE	u
Munich	J	0.0206944599491722	0.02104563533628597	9.103803143322794e-4	7.940640978807495e-4	-0.0767024375	0.0341875460618215	3525046	EUROPE	r
Munich	D	0.02140017499272413	0.02122573106026113	8.327613485518262e-4	7.165815233872361e-4	0.0338824375	0.03246872357817339	3166669	EUROPE	u
Munich	E	0.02051502856469	0.02007790597079406	6.966573756561339e-4	5.81056052220479e-4	0.0982634375	0.03064260578555888	5188053	EUROPE	u
Quito	F	0.02284790892447153	0.02228307736899638	7.093180497468155e-4	6.079254129124822e-4	0.139044375	0.02427074559457675	5677599	SOUTH AM.	r
Quito	G	0.02271103463731278	0.02188430688733484	7.854405460714863e-4	6.425186200405986e-4	0.2072085	0.03253108908516077	3547046	SOUTH AM.	r
Quito	H	0.02345480619806437	0.02330968196630812	9.02519395316256e-4	7.630898417978784e-4	0.0304498125	0.03503473701384337	4744697	SOUTH AM.	r
Quito	A	0.02109559773165589	0.02016339295504949	7.074773801786157e-4	5.843532280139869e-4	0.2316925	0.0361589411773446	2911152	SOUTH AM.	u
Quito	B	0.02136925104329439	0.02035735359460755	6.251120576938278e-4	5.338909301628221e-4	0.273262875	0.02242750451528956	4546948	SOUTH AM.	u
Quito	C	0.02177217503359086	0.02095051141594775	4.697621836366873e-4	4.335165348587246e-4	0.4122549375	0.01054984694024041	5307765	SOUTH AM.	u
Quito	D	0.02054792730499017	0.01991936210939674	4.6564874879258223e-4	4.050180898614047e-4	0.205460625	0.01729450436747658	7179320	SOUTH AM.	u
Quito	I	0.02175242739560515	0.02084094096656895	8.081352711873697e-4	6.618643992712513e-4	0.218921375	0.03091678936732165	4918636	SOUTH AM.	r
Quito	E	0.02151971162346644	0.02089014694270117	6.556856257689775e-4	6.200767930912796e-4	0.3167026875	0.01180607506170022	6255475	SOUTH AM.	u
Quito	J	0.02139727836378807	0.0208350349996608	5.122351004981163e-4	4.5890693084400905e-4	0.1757016875	0.01581471185834569	7481660	SOUTH AM.	r
Sapporo	A	0.02029613988735252	0.01941925240993084	7.71923295723574e-4	6.093507019680493e-4	0.19272275	0.03470794313410116	3871829	ASIA	u
Sapporo	B	0.02093797620299024	0.02071614915915145	8.222502685434069e-4	6.70074413189783e-4	0.0462096875	0.03531251023781563	4047192	ASIA	u
Sapporo	C	0.02139204409831821	0.02104733546470932	7.796086569303134e-4	6.61345972032977e-4	0.069628375	0.03233960983453573	3423638	ASIA	u
Sapporo	F	0.02102153001004543	0.02026501808489926	7.755501692278214e-4	6.286249312088103e-4	0.159329	0.03649118731054572	3351799	ASIA	r
Sapporo	G	0.02093318585955955	0.02070692895252071	7.859587704327813e-4	6.605687915284365e-4	0.046181375	0.0355917353606611	3934923	ASIA	r
Sapporo	H	0.02260670351512756	0.02296986755449571	9.764760572334366e-4	8.019986912331938e-4	-0.0688176875	0.04207017884871063	2677029	ASIA	r
Sapporo	I	0.02128072467016591	0.02117261607375134	8.076835850987195e-4	6.791152126613524e-4	0.021734375	0.03314948361965839	3609761	ASIA	r
Sapporo	J	0.02168203913816618	0.02156844206537802	9.177428567684168e-4	7.263115992409439e-4	0.02204956249999999	0.0453855800182815	3438270	ASIA	r
Sapporo	D	0.02148799001303342	0.02077250536561829	8.840542318159886e-4	7.278768741612174e-4	0.143821875	0.04020486032620932	3275556	ASIA	u
Sapporo	E	0.02042213703324852	0.01921554524846437	7.381303658240502e-4	6.05792518573747e-4	0.275533125	0.02958734499044031	5297228	ASIA	u
Tehran	A	0.01985719122713627	0.0181789868891682	7.359105058905908e-4	5.795319271842658e-4	0.40526025	0.03532402250876872	3711764	ASIA	u
Tehran	B	0.01913438247763732	0.0177740208374795	5.55423577177435e-4	4.35325841096543e-4	0.3360691875	0.02564568596916773	4261924	ASIA	u
Tehran	F	0.01904638161601782	0.01757868786694103	7.506951662336418e-4	5.938161284385024e-4	0.3571201875	0.03655587321934966	5966051	ASIA	r
Tehran	G	0.01855044764213589	0.01567996467884836	6.769333269504262e-4	5.246654248491886e-4	0.8307833124999999	0.03301184755956312	6022704	ASIA	r
Tehran	H	0.01993358055955222	0.01804347828700069	7.611334342165902e-4	5.927522152532295e-4	0.439008125	0.03316522593294568	4437911	ASIA	r
Tehran	I	0.02017712829508261	0.01888869180246275	8.877017463347739e-4	6.471252337537155e-4	0.2910505	0.05005107365748178	3256771	ASIA	r
Tehran	J	0.01962171689146175	0.01695380760990056	6.656768689743688e-4	4.977899669265212e-4	0.6740185	0.04089355465596014	4079055	ASIA	r
Tehran	C	0.01968021648169387	0.01801693758117899	6.665631994738834e-4	5.094286060169979e-4	0.405295	0.03546390649284613	5375029	ASIA	u
Tehran	D	0.02009273510695654	0.01742390002407214	6.768823703488467e-4	5.560834415647254e-4	0.642785625	0.03694778690508179	3629674	ASIA	u
Tehran	E	0.0197301762778581	0.01825985032297449	6.272040465170256e-4	4.7096931358847654e-4	0.3445295	0.03519573585914446	4351354	ASIA	u
Thessaloniki	A	0.0206335383372587	0.01886968914988729	7.092216267847157e-4	5.530025138874389e-4	0.3917405625	0.0293510313685198	3701157	EUROPE	u
Thessaloniki	B	0.02192728851085429	0.02091555098691707	7.832018254416045e-4	6.236236548388021e-4	0.2024433125	0.04239563042220075	3036149	EUROPE	u
Thessaloniki	C	0.02276320181743829	0.02322034884810012	8.506738590492608e-4	7.332732887596872e-4	-0.085059	0.03143817971829794	2805846	EUROPE	u
Thessaloniki	D	0.0221251168114701	0.02109195949797492	7.996916930518702e-4	5.840683024325019e-4	0.2047359375	0.04654570011858417	2900152	EUROPE	u
Thessaloniki	F	0.02099707572206422	0.01930907727945546	7.947778297752461e-4	6.477521962244228e-4	0.36637525	0.03052705199327311	3967765	EUROPE	r
Thessaloniki	G	0.02069727584056373	0.01948015976111694	7.388392550904009e-4	6.135106249567864e-4	0.2742338125	0.03428812989985261	4658990	EUROPE	r
Thessaloniki	H	0.02112394621214958	0.01938237513991236	7.565089501125771e-4	6.412289402089006e-4	0.3848231875	0.02906212633702438	4498349	EUROPE	r
Thessaloniki	I	0.02156842973301425	0.02090467488816038	7.11981656991342e-4	5.981800660462107e-4	0.1356583125	0.03150258173064286	3794124	EUROPE	r
Thessaloniki	J	0.02031427505226839	0.019862004364649	8.02701719223676e-4	6.676629619875689e-4	0.09485475	0.03369635972326981	4033375	EUROPE	r
Thessaloniki	E	0.02043860002592003	0.01910923529944813	6.484353042551516e-4	5.13870630023832e-4	0.3053584375	0.02582158023558007	4911218	EUROPE	u
Toronto	A	0.01984971567933682	0.01777660867117317	7.319722821950131e-4	5.835131987773396e-4	0.499368625	0.02920891069491181	7440581	NORTH AM.	u
Toronto	B	0.02002882281298905	0.01853859727713997	7.264079530121296e-4	6.395398479697864e-4	0.34440550000000003	0.02930205519071998	8709230	NORTH AM.	u
Toronto	C	0.02048241700409345	0.01932134258865679	7.219885927256526e-4	6.346628013808387e-4	0.2573018125	0.02310692628692027	8449564	NORTH AM.	u
Toronto	D	0.01984591454981006	0.01763968708359069	5.814792188658567e-4	4.758613172805631e-4	0.535885375	0.02265811175385098	8159575	NORTH AM.	u
Toronto	E	0.02038741629111597	0.01903531984820628	7.147472792670199e-4	6.552964642776138e-4	0.3044211875	0.0181516497513541	8722328	NORTH AM.	u
Toronto	F	0.01962196114279438	0.01776975309641702	7.003861328923535e-4	5.799594994679779e-4	0.4579475625	0.0273682244801491	8523756	NORTH AM.	r
Toronto	G	0.02026895856415288	0.01880925624542699	7.73323202920907e-4	6.632909724446599e-4	0.3322705625	0.0255918204509924	8251826	NORTH AM.	r
Toronto	H	0.02014298795647101	0.01899873764227588	6.691615218268657e-4	6.041612763166053e-4	0.2646885	0.02148214309296599	8900946	NORTH AM.	r
Vancouver	A	0.02227087551604871	0.0217308543030123	8.924586098195113e-4	7.946232016345209e-4	0.1039063125	0.03541580418347859	2479881	NORTH AM.	u
Vancouver	B	0.02125886053681947	0.01899289238603311	7.722121710470839e-4	5.624230886364401e-4	0.5237105	0.03779745346095862	2806369	NORTH AM.	u
Vancouver	C	0.02109556470376962	0.02039934299751467	7.720705822763831e-4	6.411438203114273e-4	0.14942149999999998	0.03192976673053949	4075136	NORTH AM.	u
Vancouver	F	0.02089468622701465	0.02035676922502539	7.532990224188634e-4	6.416489707396738e-4	0.1156216875	0.02679789092128644	3851923	NORTH AM.	r
Vancouver	G	0.02140182895467775	0.0204807981891144	7.899747354031018e-4	6.361361299884078e-4	0.2034535625	0.03876558933206743	4526131	NORTH AM.	r
Vancouver	H	0.02169805606378579	0.02050371250728264	8.687415021697291e-4	6.839891886180106e-4	0.2487924375	0.03582344512181698	4064688	NORTH AM.	r
Vancouver	I	0.02288502856209608	0.02241568960567845	0.00102552324171677	8.018687264624193e-4	0.0885684375	0.04653799673667207	3236285	NORTH AM.	r
Vancouver	D	0.02541755013228091	0.02458965794364449	0.00108860734074827	8.937783863262261e-4	0.1406665625	0.06808608130395792	430682	NORTH AM.	u
Vancouver	J	0.02167561750314771	0.02107757251855614	8.68610770906905e-4	7.508290057938021e-4	0.118506875	0.0271230119637059	4339134	NORTH AM.	r
Vancouver	E	0.0247046076403902	0.02278701485078989	0.00112267536293815	8.427205564333838e-4	0.3593320625	0.06131977587529028	623303	NORTH AM.	u
Warsaw	A	0.02186391080495667	0.02136803396789848	8.18573768109866e-4	6.54260126720439e-4	0.1012351875	0.03699719727442201	3298805	EUROPE	u
Warsaw	B	0.02185660191765252	0.02111222220946582	8.614055838922643e-4	6.762307695896912e-4	0.150242625	0.04035720298017856	3043830	EUROPE	u
Warsaw	C	0.0218970609418048	0.02120662860089483	8.904358448499025e-4	6.774806330579107e-4	0.1420611875	0.04459904520385872	2974546	EUROPE	u
Warsaw	D	0.0216134044827429	0.02124991194974524	7.763260365227636e-4	6.443232814681043e-4	0.071247375	0.0380180582510908	3691321	EUROPE	u
Warsaw	F	0.0207982843539713	0.02037149407694865	7.935906172433207e-4	6.482312596617471e-4	0.0890440625	0.0351452910387129	4252911	EUROPE	r
Warsaw	G	0.02554267049019557	0.02485176741808341	0.00156426973958157	0.00115979393060996	0.1142931875	0.07032319261734235	768837	EUROPE	r
Warsaw	H	0.0198175608583514	0.01836284708895978	5.414546783141653e-4	4.595024764520619e-4	0.4358775625	0.01939437666943264	5218395	EUROPE	r
Warsaw	I	0.02062342788306378	0.01991725124288335	5.925283835103528e-4	4.987923870884859e-4	0.1947314375	0.02358109684745743	4923644	EUROPE	r
Warsaw	E	0.02080204161185511	0.02023573515178475	7.733090183612692e-4	6.214884688168936e-4	0.1316955625	0.03606971734658452	4529535	EUROPE	u
